annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2018-2019;232315;;PAGET;Fernand;M;2000-12-22;FR;29170;Fouesnant;France;Oui;En Terminale;L283943667T;Lycée à classe postbac;Lycée Ste Therese;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;298808;;ALLAIRE;Godelieve;M;2000-03-22;FR;22570;Bon Repos sur Blavet;France;Oui;En Terminale;X752780741B;Lycée à classe postbac;Lycée Paul Sérusier;Carhaix-Plouguer;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;438517;;PANNETIER;Blake;M;2000-09-23;FR;59250;Halluin;France;Non;En Terminale;U847578115S;Lycée à classe postbac;Lycée Industriel et Commercial;Tourcoing;59;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2018-2019;285554;;GUINARD;Hal;M;2000-09-06;FR;50000;Saint-Lô;France;Oui;En Terminale;Q240919124E;Lycée à classe postbac;Lycée Le Verrier;Saint-Lô;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;325891;;DEVILLERS;Aurèle;M;2000-09-28;FR;36230;Neuvy-Saint-Sépulchre;France;Non;En Terminale;W971845363R;Lycée sans classe postbac;Lycée George Sand;La Châtre;36;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;739779;;BOUET;Horsa;M;2000-08-29;FR;60128;Plailly;France;Oui;En Terminale;L337461291J;Lycée sans classe postbac;Lycée Saint Dominique;Mortefontaine;60;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;219353;;CHAPRON;Raymond;M;1999-03-17;FR;29160;Crozon;France;Non;En Terminale;K513738525H;Lycée à classe postbac;Lycée La Croix Rouge;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;536514;;VOISIN;Van;M;2000-04-15;FR;22000;Saint-Brieuc;France;Oui;En Terminale;D126164443X;Lycée à classe postbac;Lycée Eugene Freyssinet;Saint-Brieuc;22;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;136077;;DUCROS;Topher;M;2000-04-27;FR;44800;Saint-Herblain;France;Non;En Terminale;S185385034H;Lycée à classe postbac;Lycée Nicolas Appert;Orvault;44;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;318795;;GUEGUEN;Alban;M;2000-03-10;FR;35760;Montgermont;France;Non;En Terminale;G865803120C;Lycée sans classe postbac;Lycée Jean-Paul II;Saint-Grégoire;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;795149;;BASTIEN;Shiloh;M;2000-06-23;FR;1130;Wien;Autriche;Non;En Terminale;Z359583654R;Lycée à classe postbac;Lycée français de Vienne;Vienne (Autriche);99;Autriche;Terminale;Terminale;ES;;Mathématiques;Anglais;Allemand;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;480766;;RIOU;Rémy;M;2000-11-12;FR;44160;Pontchâteau;France;Non;En Terminale;L165463957W;Lycée sans classe postbac;Lycée Jacques Prevert;Savenay;44;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;501646;;CHAMBON;Laurent;M;1998-01-27;FR;35190;La Chapelle-aux-Filtzméens;France;Non;En Terminale;T478379803E;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;828604;;PRADEL;Emory;M;2000-06-04;FR;97113;Gourbeyre;France;Non;En Terminale;E598777631X;Lycée à classe postbac;Lycée de Raoul Georges NICOLO;Basse-Terre;971;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;148054;;GODART;Percival;M;2000-03-12;FR;44690;La Haie-Fouassière;France;Non;En Terminale;L137813759C;Lycée à classe postbac;Lycée La Herdrie;Basse-Goulaine;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;436127;;LIENARD;Royston;M;2000-03-24;FR;22290;Trévérec;France;Non;En Terminale;U583374744O;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;501212;;BARRAU;Harris;M;2000-06-28;FR;35170;Bruz;France;Non;En Terminale;I114967449W;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;375181;;QUERE;Jerrold;M;1999-01-27;FR;53230;Cossé-le-Vivien;France;Non;En Terminale;M170328371K;Lycée à classe postbac;Lycée Ambroise Pare;Laval;53;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;876356;;HERMANN;Nick;M;2000-09-21;FR;56240;Plouay;France;Non;En Terminale;W477495563T;Lycée sans classe postbac;Lycée Notre Dame Du Voeu;Hennebont;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;279871;;GRANGER;Bertram;M;2000-10-19;FR;29200;Brest;France;Non;En Terminale;T797388657B;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STL;;Sciences Physiques et Chimiques en Laboratoire;Anglais;Allemand;Bac en préparation;Sciences et technologie de laboratoire;;Sciences Physiques et Chimiques en Laboratoire;;
2018-2019;332377;;ALONSO;Russell;M;2000-04-24;FR;29000;Quimper;France;Non;En Terminale;A453525633T;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;279994;;CANTIN;Berry;M;2000-08-10;FR;56140;Pleucadeuc;France;Non;En Terminale;L942432670Z;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;219846;;JANIN;Rainier;M;2000-12-20;FR;29560;Telgruc-sur-Mer;France;Non;En Terminale;R937488115H;Lycée à classe postbac;Lycée La Croix Rouge;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;834731;;JEANNIN;Stafford;M;2000-04-02;Hors UE;11568;Le Caire;Egypte;Non;En Terminale;O868131601K;Lycée sans classe postbac;Lycée francais Du Caire;Le Caire;99;Egypte;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;454744;;GIRAUDEAU;Everitt;M;2000-05-07;FR;44100;Nantes;France;Non;En Terminale;L639224662I;Lycée à classe postbac;LYCEE GENERAL PRIVE EXTERNAT DES ENFANTS NANTAIS;Nantes;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;462324;;LEVASSEUR;Tawny;F;1998-07-29;FR;22450;La Roche-Derrien;France;Non;En Terminale;W202544005C;Lycée à classe postbac;Lycée Joseph Savina;Tréguier;22;France;Terminale;Terminale;STMG;;Mercatique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Mercatique;;
2018-2019;840356;;MACE;Lon;M;2000-01-21;FR;72380;La Guierche;France;Non;En Terminale;R828777742Q;Lycée à classe postbac;Lycée Marguerite Yourcenar;Le Mans;72;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;501620;;BARRY;Gerrard;M;2000-08-12;FR;35630;Vignoc;France;Non;En Terminale;I332348824Z;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;436320;;CHARLET;Louis;M;2000-02-04;FR;22200;Squiffiec;France;Non;En Terminale;X474635657G;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;290439;;JIMENEZ;Jolyon;M;2000-09-12;FR;35830;Betton;France;Non;En Terminale;V788576625O;Lycée à classe postbac;Lycée Jean Mace;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;431658;;GEOFFROY;Émile;M;2000-10-24;FR;22650;Beaussais-sur-Mer;France;Non;En Terminale;L743353675J;Lycée à classe postbac;Institution St Malo-Providence;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;277779;;GUIRAUD;Valére;M;2000-02-24;FR;56670;Riantec;France;Oui;En Terminale;P491628277R;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;133884;;COLLARD;Tiger;M;1999-05-04;FR;22190;Plérin;France;Oui;En Terminale;B776036213H;Lycée à classe postbac;Lycée Pommerit Jaudy;Pommerit-Jaudy;22;France;Terminale;Terminale;S;Ecologie, Agronomie et Territoires;Mathématiques;Espagnol;Anglais;Bac en préparation;Scientifique;Ecologie, Agronomie et Territoires;Mathématiques;;
2018-2019;541657;;LE BERRE;Gord;M;2000-03-18;FR;29000;Quimper;France;Non;En Terminale;G105691136O;Lycée à classe postbac;Lycée de Cornouaille;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;667177;;GUEGUEN;France;M;2001-11-02;FR;22230;Laurenan;France;Non;En Terminale;N344824657H;Lycée à classe postbac;Lycée Fulgence Bienvenue;Loudéac;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;501314;;MOURGUES;Weston;M;2000-06-02;FR;35530;Servon-sur-Vilaine;France;Oui;En Terminale;S631836066P;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;704683;;DEBRAY;Rosalynne;F;1999-05-17;FR;37300;Joué-lès-Tours;France;Non;En Terminale;V412191755S;Lycée à classe postbac;Lycée Saint Gatien;Joué-lès-Tours;37;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;436342;;COMBE;Brock;M;2000-04-18;FR;22300;Lannion;France;Non;En Terminale;E239031576T;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Physique-chimie;;
2018-2019;511066;;JOUET;Thom;M;2000-11-16;FR;56400;Auray;France;Oui;En Terminale;W520640204A;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;269538;;MAURICE;Philippe;M;2000-02-13;FR;35235;Thorigné-Fouillard;France;Non;En Terminale;R106738207U;Lycée à classe postbac;Lycée Francois René De Chateaubriand;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;318937;;MAITRE;Caleb;M;2000-05-27;FR;35760;Saint-Grégoire;France;Oui;En Terminale;V294331717K;Lycée sans classe postbac;Lycée Jean-Paul II;Saint-Grégoire;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;203416;;GUIRAUD;Pierrick;M;2000-03-09;FR;35160;Montfort-sur-Meu;France;Non;En Terminale;C461183233N;Lycée sans classe postbac;Lycée Rene Cassin;Montfort-sur-Meu;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;277962;;THIERY;Kaleb;M;2000-08-26;FR;56620;Pont-Scorff;France;Non;En Terminale;R649831245W;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;ES;;Sciences sociales et politiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Sciences sociales et politiques;;
2018-2019;501353;;CHAILLOU;Noll;M;2000-03-24;FR;35000;Rennes;France;Non;En Terminale;Y284975330Q;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;182136;;BOUDIER;Arn;M;2000-05-12;FR;56000;Vannes;France;Non;En Terminale;Q463306172D;Lycée à classe postbac;Lycée St Paul;Vannes;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;149602;;BUNEL;Drake;M;2000-10-08;FR;50800;Villedieu-les-Poêles-Rouffigny;France;Non;En Terminale;L170186702P;Lycée à classe postbac;Lycée Julliot De La Morandiere;Granville;50;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;431510;;LE GAC;Julien;M;2000-11-18;FR;35800;Dinard;France;Non;En Terminale;M566871679J;Lycée à classe postbac;Institution St Malo-Providence;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;149610;;GERBER;James;M;2000-07-09;FR;50320;La Lucerne-d'Outremer;France;Non;En Terminale;M393423159M;Lycée à classe postbac;Lycée Julliot De La Morandiere;Granville;50;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;234970;;JOUIN;Rafe;M;2000-07-05;FR;50120;Cherbourg-en-Cotentin;France;Non;En Terminale;M514346788L;Lycée à classe postbac;Lycée Jean-Francois Millet;Octeville;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;908258;;GUYADER;Darius;M;1991-07-09;FR;50130;Cherbourg-en-Cotentin;France;Non;En Terminale;O978875966O;Lycée sans classe postbac;CFA CMA 35;Bruz;35;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
